DataMonth,DMISID,QuestionNum,Value1,Value2,Flag,,
9/1/2022,0097,C.12.b,,,,,
9/1/2022,0097,C.3.a,N,,,,
9/1/2022,0097,C.3.b,,,,,
9/1/2022,0097,C.3.c,,,,,
9/1/2022,0097,C.3.d,,,,,
9/1/2022,0097,C.9.a,,,,,
9/1/2022,0097,C.9.b,,,,,
9/1/2022,0097,C.9.c,,,,,
9/1/2022,0097,C.9.d,,,,,
9/1/2022,0097,E.1.a.1,,,,,
9/1/2022,0097,E.1.a.2,,,,,
9/1/2022,0097,E.1.a.3,,,,,
9/1/2022,0097,E.1.a.4,,,,,
9/1/2022,0097,E.1.a.5,,,,,
9/1/2022,0097,E.1.a.6,,,,,
9/1/2022,0097,E.1.a.7,,,,,
9/1/2022,0097,E.1.a.8,,,,,
9/1/2022,0097,E.1.b.1,,,,,
9/1/2022,0097,E.1.b.2,,,,,
9/1/2022,0097,E.1.b.3,,,,,
9/1/2022,0097,E.1.b.4,,,,,
9/1/2022,0097,E.1.b.5,,,,,
9/1/2022,0097,E.1.b.6,,,,,
9/1/2022,0097,E.1.b.7,,,,,
9/1/2022,0097,E.1.b.8,2,,,,
9/1/2022,0098,B.1.a,,,,,
9/1/2022,0098,B.1.b,,,,,
9/1/2022,0098,B.1.c,,,,,
9/1/2022,0098,B.4.e,,,,,
9/1/2022,0098,B.5.a,,,,,
9/1/2022,0098,B.5.b,,,,,
9/1/2022,0098,B.5.d,,,,,
9/1/2022,0098,B.8.b,1,,,,
9/1/2022,0098,C.1.e,2721,2974,,,
9/1/2022,0098,C.1.f,2839,2983,,,
9/1/2022,0098,C.11.a,,,,,
9/1/2022,0098,C.11.a.1,,,,,
9/1/2022,0098,C.11.a.10,,,,,
9/1/2022,0098,C.11.a.11,,,,,
9/1/2022,0098,C.11.a.12,,,,,
9/1/2022,0098,C.11.a.2,,,,,
9/1/2022,0098,C.11.a.3,,,,,
9/1/2022,0098,C.11.a.4,,,,,
9/1/2022,0098,C.11.a.5,,,,,
9/1/2022,0098,C.11.a.6,,,,,
9/1/2022,0098,C.11.a.7,,,,,
9/1/2022,0098,C.11.a.8,,,,,
9/1/2022,0098,C.11.a.9,,,,,
9/1/2022,0098,C.11.b,,,,,
9/1/2022,0098,C.11.b.1,,,,,
9/1/2022,0098,C.11.b.2,,,,,
9/1/2022,0098,C.12.a,,,,,
9/1/2022,0098,C.12.a.1,,,,,
9/1/2022,0098,C.12.a.10,,,,,
9/1/2022,0098,C.12.a.11,,,,,
9/1/2022,0098,C.12.a.12,,,,,
9/1/2022,0098,C.12.a.2,,,,,
9/1/2022,0098,C.12.a.3,,,,,
9/1/2022,0098,C.12.a.4,,,,,
9/1/2022,0098,C.12.a.5,,,,,
9/1/2022,0098,C.12.a.6,,,,,
9/1/2022,0098,C.12.a.7,,,,,
9/1/2022,0098,C.12.a.8,,,,,
9/1/2022,0098,C.12.a.9,,,,,
9/1/2022,0098,C.12.b,,,,,
9/1/2022,0098,C.3.a,Y,,,,
9/1/2022,0098,C.3.b,,,,,
9/1/2022,0098,C.3.c,,,,,
9/1/2022,0098,C.3.d,,,,,
9/1/2022,0098,C.9.a,,,,,
9/1/2022,0098,C.9.b,,,,,
9/1/2022,0098,C.9.c,6081,,Remove,,
9/1/2022,0098,C.9.d,,,,,
9/1/2022,0098,E.1.a.1,,,,,
9/1/2022,0098,E.1.a.2,,,,,
9/1/2022,0098,E.1.a.3,,,,,
9/1/2022,0098,E.1.a.4,,,,,
9/1/2022,0098,E.1.a.5,,,,,
9/1/2022,0098,E.1.a.6,,,,,
9/1/2022,0098,E.1.a.7,,,,,
9/1/2022,0098,E.1.a.8,11,,,,
9/1/2022,0098,E.1.b.1,2,,,,
9/1/2022,0098,E.1.b.2,3,,,,
9/1/2022,0098,E.1.b.3,,,,,
9/1/2022,0098,E.1.b.4,1,,,,
9/1/2022,0098,E.1.b.5,1,,,,
9/1/2022,0098,E.1.b.6,,,,,
9/1/2022,0098,E.1.b.7,,,,,
9/1/2022,0098,E.1.b.8,34,,,,
9/1/2022,0100,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0100,B.1.b,4.630 CP 454,,,,
9/1/2022,0100,B.1.c,213.03.0029,,,,
9/1/2022,0100,B.4.e,15,,,,
9/1/2022,0100,B.5.a,12143,12778,,,
9/1/2022,0100,B.5.b,,,,,
9/1/2022,0100,B.5.d,5027,5655,,,
9/1/2022,0100,B.8.b,,,,,
9/1/2022,0100,C.1.e,1944,2215,,,
9/1/2022,0100,C.1.f,2093,2192,,,
9/1/2022,0100,C.11.a,18,,,,
9/1/2022,0100,C.11.a.1,,,,,
9/1/2022,0100,C.11.a.10,,,,,
9/1/2022,0100,C.11.a.11,,,,,
9/1/2022,0100,C.11.a.12,1,,,,
9/1/2022,0100,C.11.a.2,1,,,,
9/1/2022,0100,C.11.a.3,2,,,,
9/1/2022,0100,C.11.a.4,9,,,,
9/1/2022,0100,C.11.a.5,5,,,,
9/1/2022,0100,C.11.a.6,,,,,
9/1/2022,0100,C.11.a.7,,,,,
9/1/2022,0100,C.11.a.8,,,,,
9/1/2022,0100,C.11.a.9,,,,,
9/1/2022,0100,C.11.b,11,,,,
9/1/2022,0100,C.11.b.1,3,,,,
9/1/2022,0100,C.11.b.2,8,,,,
9/1/2022,0100,C.12.a,,,,,
9/1/2022,0100,C.12.a.1,,,,,
9/1/2022,0100,C.12.a.10,,,,,
9/1/2022,0100,C.12.a.11,,,,,
9/1/2022,0100,C.12.a.12,,,,,
9/1/2022,0100,C.12.a.2,,,,,
9/1/2022,0100,C.12.a.3,,,,,
9/1/2022,0100,C.12.a.4,,,,,
9/1/2022,0100,C.12.a.5,,,,,
9/1/2022,0100,C.12.a.6,,,,,
9/1/2022,0100,C.12.a.7,,,,,
9/1/2022,0100,C.12.a.8,,,,,
9/1/2022,0100,C.12.a.9,,,,,
9/1/2022,0100,C.12.b,,,,,
9/1/2022,0100,C.3.a,Y,,,,
9/1/2022,0100,C.3.b,Y,,,,
9/1/2022,0100,C.3.c,30,30,,,
9/1/2022,0100,C.3.d,30,30,,,
9/1/2022,0100,C.9.a,18425,18426,,,
9/1/2022,0100,C.9.b,,,,,
9/1/2022,0100,C.9.c,10337,10318,,,
9/1/2022,0100,C.9.d,,,,,
9/1/2022,0100,E.1.a.1,,,,,
9/1/2022,0100,E.1.a.2,1,,,,
9/1/2022,0100,E.1.a.3,,,,,
9/1/2022,0100,E.1.a.4,,,,,
9/1/2022,0100,E.1.a.5,,,,,
9/1/2022,0100,E.1.a.6,,,,,
9/1/2022,0100,E.1.a.7,1,,,,
9/1/2022,0100,E.1.a.8,2,,,,
9/1/2022,0100,E.1.b.1,,,,,
9/1/2022,0100,E.1.b.2,,,,,
9/1/2022,0100,E.1.b.3,,,,,
9/1/2022,0100,E.1.b.4,3,,,,
9/1/2022,0100,E.1.b.5,,,,,
9/1/2022,0100,E.1.b.6,,,,,
9/1/2022,0100,E.1.b.7,,,,,
9/1/2022,0100,E.1.b.8,1,,,,
9/1/2022,0101,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0101,B.1.b,4.630 CP 454,,,,
9/1/2022,0101,B.1.c,213.03.0029,,,,
9/1/2022,0101,B.4.e,2,,,,
9/1/2022,0101,B.5.a,2478,2637,,,
9/1/2022,0101,B.5.b,,,,,
9/1/2022,0101,B.5.d,2367,2748,,,
9/1/2022,0101,B.8.b,187,,,,
9/1/2022,0101,C.1.e,919,972,,,
9/1/2022,0101,C.1.f,857,953,,,
9/1/2022,0101,C.11.a,259,,,,
9/1/2022,0101,C.11.a.1,27,,,,
9/1/2022,0101,C.11.a.10,23,,,,
9/1/2022,0101,C.11.a.11,29,,,,
9/1/2022,0101,C.11.a.12,17,,,,
9/1/2022,0101,C.11.a.2,27,,,,
9/1/2022,0101,C.11.a.3,24,,,,
9/1/2022,0101,C.11.a.4,18,,,,
9/1/2022,0101,C.11.a.5,16,,,,
9/1/2022,0101,C.11.a.6,9,,,,
9/1/2022,0101,C.11.a.7,31,,,,
9/1/2022,0101,C.11.a.8,14,,,,
9/1/2022,0101,C.11.a.9,24,,,,
9/1/2022,0101,C.11.b,273,,,,
9/1/2022,0101,C.11.b.1,145,,,,
9/1/2022,0101,C.11.b.2,128,,,,
9/1/2022,0101,C.12.a,,,,,
9/1/2022,0101,C.12.a.1,,,,,
9/1/2022,0101,C.12.a.10,,,,,
9/1/2022,0101,C.12.a.11,,,,,
9/1/2022,0101,C.12.a.12,,,,,
9/1/2022,0101,C.12.a.2,,,,,
9/1/2022,0101,C.12.a.3,,,,,
9/1/2022,0101,C.12.a.4,,,,,
9/1/2022,0101,C.12.a.5,,,,,
9/1/2022,0101,C.12.a.6,,,,,
9/1/2022,0101,C.12.a.7,,,,,
9/1/2022,0101,C.12.a.8,,,,,
9/1/2022,0101,C.12.a.9,,,,,
9/1/2022,0101,C.12.b,,,,,
9/1/2022,0101,C.3.a,N,,,,
9/1/2022,0101,C.3.b,Y,,,,
9/1/2022,0101,C.3.c,30,30,,,
9/1/2022,0101,C.3.d,30,30,,,
9/1/2022,0101,C.9.a,5368,5385,,,
9/1/2022,0101,C.9.b,,,,,
9/1/2022,0101,C.9.c,,2766,,,
9/1/2022,0101,C.9.d,,,,,
9/1/2022,0101,E.1.a.1,,,,,
9/1/2022,0101,E.1.a.2,,,,,
9/1/2022,0101,E.1.a.3,,,,,
9/1/2022,0101,E.1.a.4,,,,,
9/1/2022,0101,E.1.a.5,,,,,
9/1/2022,0101,E.1.a.6,,,,,
9/1/2022,0101,E.1.a.7,,,,,
9/1/2022,0101,E.1.a.8,2,,,,
9/1/2022,0101,E.1.b.1,,,,,
9/1/2022,0101,E.1.b.2,3,,,,
9/1/2022,0101,E.1.b.3,,,,,
9/1/2022,0101,E.1.b.4,1,,,,
9/1/2022,0101,E.1.b.5,,,,,
9/1/2022,0101,E.1.b.6,,,,,
9/1/2022,0101,E.1.b.7,1,,,,
9/1/2022,0101,E.1.b.8,,,,,
9/1/2022,0103,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0103,B.1.b,4.630 CP 454,,,,
9/1/2022,0103,B.1.c,213.03.0029,,,,
9/1/2022,0103,B.4.e,2,,,,
9/1/2022,0103,B.5.a,3929,3950,,,
9/1/2022,0103,B.5.b,,,,,
9/1/2022,0103,B.5.d,1303,1317,,,
9/1/2022,0103,B.8.b,3,,,,
9/1/2022,0103,C.1.e,761,835,,,
9/1/2022,0103,C.1.f,786,820,,,
9/1/2022,0103,C.11.a,,,,,
9/1/2022,0103,C.11.a.1,,,,,
9/1/2022,0103,C.11.a.10,,,,,
9/1/2022,0103,C.11.a.11,,,,,
9/1/2022,0103,C.11.a.12,,,,,
9/1/2022,0103,C.11.a.2,,,,,
9/1/2022,0103,C.11.a.3,,,,,
9/1/2022,0103,C.11.a.4,,,,,
9/1/2022,0103,C.11.a.5,,,,,
9/1/2022,0103,C.11.a.6,,,,,
9/1/2022,0103,C.11.a.7,,,,,
9/1/2022,0103,C.11.a.8,,,,,
9/1/2022,0103,C.11.a.9,,,,,
9/1/2022,0103,C.11.b,1,,,,
9/1/2022,0103,C.11.b.1,1,,,,
9/1/2022,0103,C.11.b.2,,,,,
9/1/2022,0103,C.12.a,,,,,
9/1/2022,0103,C.12.a.1,,,,,
9/1/2022,0103,C.12.a.10,,,,,
9/1/2022,0103,C.12.a.11,,,,,
9/1/2022,0103,C.12.a.12,,,,,
9/1/2022,0103,C.12.a.2,,,,,
9/1/2022,0103,C.12.a.3,,,,,
9/1/2022,0103,C.12.a.4,,,,,
9/1/2022,0103,C.12.a.5,,,,,
9/1/2022,0103,C.12.a.6,,,,,
9/1/2022,0103,C.12.a.7,,,,,
9/1/2022,0103,C.12.a.8,,,,,
9/1/2022,0103,C.12.a.9,,,,,
9/1/2022,0103,C.12.b,,,,,
9/1/2022,0103,C.3.a,N,,,,
9/1/2022,0103,C.3.b,Y,,,,
9/1/2022,0103,C.3.c,30,30,,,
9/1/2022,0103,C.3.d,30,30,,,
9/1/2022,0103,C.9.a,5267,5267,,,
9/1/2022,0103,C.9.b,,,,,
9/1/2022,0103,C.9.c,,3436,,,
9/1/2022,0103,C.9.d,,,,,
9/1/2022,0103,E.1.a.1,,,,,
9/1/2022,0103,E.1.a.2,,,,,
9/1/2022,0103,E.1.a.3,,,,,
9/1/2022,0103,E.1.a.4,,,,,
9/1/2022,0103,E.1.a.5,,,,,
9/1/2022,0103,E.1.a.6,,,,,
9/1/2022,0103,E.1.a.7,,,,,
9/1/2022,0103,E.1.a.8,2,,,,
9/1/2022,0103,E.1.b.1,,,,,
9/1/2022,0103,E.1.b.2,,,,,
9/1/2022,0103,E.1.b.3,,,,,
9/1/2022,0103,E.1.b.4,,,,,
9/1/2022,0103,E.1.b.5,,,,,
9/1/2022,0103,E.1.b.6,,,,,
9/1/2022,0103,E.1.b.7,,,,,
9/1/2022,0103,E.1.b.8,,,,,
9/1/2022,0104,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0104,B.1.b,4.630 CP 454,,,,
9/1/2022,0104,B.1.c,213.03.0029,,,,
9/1/2022,0104,B.4.e,2,,,,
9/1/2022,0104,B.5.a,13384,13922,,,
9/1/2022,0104,B.5.b,17,17,,,
9/1/2022,0104,B.5.d,1684,1858,,,
9/1/2022,0104,B.8.b,845,,,,
9/1/2022,0104,C.1.e,2113,2464,,,
9/1/2022,0104,C.1.f,2303,2442,,,
9/1/2022,0104,C.11.a,14,,,,
9/1/2022,0104,C.11.a.1,,,,,
9/1/2022,0104,C.11.a.10,,,,,
9/1/2022,0104,C.11.a.11,,,,,
9/1/2022,0104,C.11.a.12,14,,,,
9/1/2022,0104,C.11.a.2,,,,,
9/1/2022,0104,C.11.a.3,,,,,
9/1/2022,0104,C.11.a.4,,,,,
9/1/2022,0104,C.11.a.5,,,,,
9/1/2022,0104,C.11.a.6,,,,,
9/1/2022,0104,C.11.a.7,,,,,
9/1/2022,0104,C.11.a.8,,,,,
9/1/2022,0104,C.11.a.9,,,,,
9/1/2022,0104,C.11.b,2,,,,
9/1/2022,0104,C.11.b.1,,,,,
9/1/2022,0104,C.11.b.2,2,,,,
9/1/2022,0104,C.12.a,120,131,,,
9/1/2022,0104,C.12.a.1,8,8,,,
9/1/2022,0104,C.12.a.10,14,15,,,
9/1/2022,0104,C.12.a.11,17,19,,,
9/1/2022,0104,C.12.a.12,10,16,,,
9/1/2022,0104,C.12.a.2,13,13,,,
9/1/2022,0104,C.12.a.3,8,9,,,
9/1/2022,0104,C.12.a.4,6,6,,,
9/1/2022,0104,C.12.a.5,12,12,,,
9/1/2022,0104,C.12.a.6,6,6,,,
9/1/2022,0104,C.12.a.7,5,6,,,
9/1/2022,0104,C.12.a.8,7,7,,,
9/1/2022,0104,C.12.a.9,14,14,,,
9/1/2022,0104,C.12.b,159,159,,,
9/1/2022,0104,C.3.a,N,,,,
9/1/2022,0104,C.3.b,Y,,,,
9/1/2022,0104,C.3.c,30,30,,,
9/1/2022,0104,C.3.d,30,30,,,
9/1/2022,0104,C.9.a,15782,15796,,,
9/1/2022,0104,C.9.b,,16,,,
9/1/2022,0104,C.9.c,,11302,,,
9/1/2022,0104,C.9.d,61,,,,
9/1/2022,0104,E.1.a.1,,,,,
9/1/2022,0104,E.1.a.2,,,,,
9/1/2022,0104,E.1.a.3,,,,,
9/1/2022,0104,E.1.a.4,,,,,
9/1/2022,0104,E.1.a.5,1,,,,
9/1/2022,0104,E.1.a.6,,,,,
9/1/2022,0104,E.1.a.7,,,,,
9/1/2022,0104,E.1.a.8,6,,,,
9/1/2022,0104,E.1.b.1,,,,,
9/1/2022,0104,E.1.b.2,6,,,,
9/1/2022,0104,E.1.b.3,,,,,
9/1/2022,0104,E.1.b.4,1,,,,
9/1/2022,0104,E.1.b.5,,,,,
9/1/2022,0104,E.1.b.6,7,,,,
9/1/2022,0104,E.1.b.7,,,,,
9/1/2022,0104,E.1.b.8,,,,,
9/1/2022,0105,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0105,B.1.b,4.630 CP 454,,,,
9/1/2022,0105,B.1.c,213.03.0029,,,,
9/1/2022,0105,B.4.e,91,,,,
9/1/2022,0105,B.5.a,20204,20570,,,
9/1/2022,0105,B.5.b,,,,,
9/1/2022,0105,B.5.d,3559,3820,,,
9/1/2022,0105,B.8.b,1439,,,,
9/1/2022,0105,C.1.e,2282,2420,,,
9/1/2022,0105,C.1.f,2359,2416,,,
9/1/2022,0105,C.11.a,39,,,,
9/1/2022,0105,C.11.a.1,5,,,,
9/1/2022,0105,C.11.a.10,,,,,
9/1/2022,0105,C.11.a.11,1,,,,
9/1/2022,0105,C.11.a.12,17,,,,
9/1/2022,0105,C.11.a.2,7,,,,
9/1/2022,0105,C.11.a.3,3,,,,
9/1/2022,0105,C.11.a.4,2,,,,
9/1/2022,0105,C.11.a.5,1,,,,
9/1/2022,0105,C.11.a.6,,,,,
9/1/2022,0105,C.11.a.7,1,,,,
9/1/2022,0105,C.11.a.8,1,,,,
9/1/2022,0105,C.11.a.9,1,,,,
9/1/2022,0105,C.11.b,144,,,,
9/1/2022,0105,C.11.b.1,106,,,,
9/1/2022,0105,C.11.b.2,38,,,,
9/1/2022,0105,C.12.a,,,,,
9/1/2022,0105,C.12.a.1,,,,,
9/1/2022,0105,C.12.a.10,,,,,
9/1/2022,0105,C.12.a.11,,,,,
9/1/2022,0105,C.12.a.12,,,,,
9/1/2022,0105,C.12.a.2,,,,,
9/1/2022,0105,C.12.a.3,,,,,
9/1/2022,0105,C.12.a.4,,,,,
9/1/2022,0105,C.12.a.5,,,,,
9/1/2022,0105,C.12.a.6,,,,,
9/1/2022,0105,C.12.a.7,,,,,
9/1/2022,0105,C.12.a.8,,,,,
9/1/2022,0105,C.12.a.9,,,,,
9/1/2022,0105,C.12.b,,,,,
9/1/2022,0105,C.3.a,Y,,,,
9/1/2022,0105,C.3.b,Y,,,,
9/1/2022,0105,C.3.c,30,30,,,
9/1/2022,0105,C.3.d,30,30,,,
9/1/2022,0105,C.9.a,24373,24390,,,
9/1/2022,0105,C.9.b,,,,,
9/1/2022,0105,C.9.c,23487,23337,,,
9/1/2022,0105,C.9.d,,,,,
9/1/2022,0105,E.1.a.1,,,,,
9/1/2022,0105,E.1.a.2,,,,,
9/1/2022,0105,E.1.a.3,,,,,
9/1/2022,0105,E.1.a.4,1,,,,
9/1/2022,0105,E.1.a.5,,,,,
9/1/2022,0105,E.1.a.6,,,,,
9/1/2022,0105,E.1.a.7,,,,,
9/1/2022,0105,E.1.a.8,62,,,,
9/1/2022,0105,E.1.b.1,,,,,
9/1/2022,0105,E.1.b.2,2,,,,
9/1/2022,0105,E.1.b.3,,,,,
9/1/2022,0105,E.1.b.4,2,,,,
9/1/2022,0105,E.1.b.5,,,,,
9/1/2022,0105,E.1.b.6,,,,,
9/1/2022,0105,E.1.b.7,,,,,
9/1/2022,0105,E.1.b.8,1,,,,
9/1/2022,0106,B.1.a,,,,,
9/1/2022,0106,B.1.b,,,,,
9/1/2022,0106,B.1.c,,,,,
9/1/2022,0106,B.4.e,,,,,
9/1/2022,0106,B.5.a,,,,,
9/1/2022,0106,B.5.b,,,,,
9/1/2022,0106,B.5.d,,,,,
9/1/2022,0106,B.8.b,,,,,
9/1/2022,0106,C.1.e,744,765,,,
9/1/2022,0106,C.1.f,763,763,,,
9/1/2022,0106,C.11.a,,,,,
9/1/2022,0106,C.11.a.1,,,,,
9/1/2022,0106,C.11.a.10,,,,,
9/1/2022,0106,C.11.a.11,,,,,
9/1/2022,0106,C.11.a.12,,,,,
9/1/2022,0106,C.11.a.2,,,,,
9/1/2022,0106,C.11.a.3,,,,,
9/1/2022,0106,C.11.a.4,,,,,
9/1/2022,0106,C.11.a.5,,,,,
9/1/2022,0106,C.11.a.6,,,,,
9/1/2022,0106,C.11.a.7,,,,,
9/1/2022,0106,C.11.a.8,,,,,
9/1/2022,0106,C.11.a.9,,,,,
9/1/2022,0106,C.11.b,,,,,
9/1/2022,0106,C.11.b.1,,,,,
9/1/2022,0106,C.11.b.2,,,,,
9/1/2022,0106,C.12.a,,,,,
9/1/2022,0106,C.12.a.1,,,,,
9/1/2022,0106,C.12.a.10,,,,,
9/1/2022,0106,C.12.a.11,,,,,
9/1/2022,0106,C.12.a.12,,,,,
9/1/2022,0106,C.12.a.2,,,,,
9/1/2022,0106,C.12.a.3,,,,,
9/1/2022,0106,C.12.a.4,,,,,
9/1/2022,0106,C.12.a.5,,,,,
9/1/2022,0106,C.12.a.6,,,,,
9/1/2022,0106,C.12.a.7,,,,,
9/1/2022,0106,C.12.a.8,,,,,
9/1/2022,0106,C.12.a.9,,,,,
9/1/2022,0106,C.12.b,,,,,
9/1/2022,0106,C.3.a,Y,,,,
9/1/2022,0106,C.3.b,,,,,
9/1/2022,0106,C.3.c,,,,,
9/1/2022,0106,C.3.d,,,,,
9/1/2022,0106,C.9.a,,,,,
9/1/2022,0106,C.9.b,,,,,
9/1/2022,0106,C.9.c,602,,Remove,,
9/1/2022,0106,C.9.d,,,,,
9/1/2022,0106,E.1.a.1,,,,,
9/1/2022,0106,E.1.a.2,,,,,
9/1/2022,0106,E.1.a.3,,,,,
9/1/2022,0106,E.1.a.4,,,,,
9/1/2022,0106,E.1.a.5,,,,,
9/1/2022,0106,E.1.a.6,,,,,
9/1/2022,0106,E.1.a.7,,,,,
9/1/2022,0106,E.1.a.8,4,,,,
9/1/2022,0106,E.1.b.1,,,,,
9/1/2022,0106,E.1.b.2,,,,,
9/1/2022,0106,E.1.b.3,,,,,
9/1/2022,0106,E.1.b.4,,,,,
9/1/2022,0106,E.1.b.5,,,,,
9/1/2022,0106,E.1.b.6,,,,,
9/1/2022,0106,E.1.b.7,,,,,
9/1/2022,0106,E.1.b.8,24,,,,
9/1/2022,0108,B.1.a,,,,,
9/1/2022,0108,B.1.b,,,,,
9/1/2022,0108,B.1.c,,,,,
9/1/2022,0108,B.4.e,,,,,
9/1/2022,0108,B.5.a,,,,,
9/1/2022,0108,B.5.b,,,,,
9/1/2022,0108,B.5.d,,,,,
9/1/2022,0108,B.8.b,4255,,,,
9/1/2022,0108,C.1.e,7571,10291,,,
9/1/2022,0108,C.1.f,7978,9986,,,
9/1/2022,0108,C.11.a,,,,,
9/1/2022,0108,C.11.a.1,,,,,
9/1/2022,0108,C.11.a.10,,,,,
9/1/2022,0108,C.11.a.11,,,,,
9/1/2022,0108,C.11.a.12,,,,,
9/1/2022,0108,C.11.a.2,,,,,
9/1/2022,0108,C.11.a.3,,,,,
9/1/2022,0108,C.11.a.4,,,,,
9/1/2022,0108,C.11.a.5,,,,,
9/1/2022,0108,C.11.a.6,,,,,
9/1/2022,0108,C.11.a.7,,,,,
9/1/2022,0108,C.11.a.8,,,,,
9/1/2022,0108,C.11.a.9,,,,,
9/1/2022,0108,C.11.b,,,,,
9/1/2022,0108,C.11.b.1,,,,,
9/1/2022,0108,C.11.b.2,,,,,
9/1/2022,0108,C.12.a,,,,,
9/1/2022,0108,C.12.a.1,,,,,
9/1/2022,0108,C.12.a.10,,,,,
9/1/2022,0108,C.12.a.11,,,,,
9/1/2022,0108,C.12.a.12,,,,,
9/1/2022,0108,C.12.a.2,,,,,
9/1/2022,0108,C.12.a.3,,,,,
9/1/2022,0108,C.12.a.4,,,,,
9/1/2022,0108,C.12.a.5,,,,,
9/1/2022,0108,C.12.a.6,,,,,
9/1/2022,0108,C.12.a.7,,,,,
9/1/2022,0108,C.12.a.8,,,,,
9/1/2022,0108,C.12.a.9,,,,,
9/1/2022,0108,C.12.b,,,,,
9/1/2022,0108,C.3.a,N,,,,
9/1/2022,0108,C.3.b,,,,,
9/1/2022,0108,C.3.c,,,,,
9/1/2022,0108,C.3.d,,,,,
9/1/2022,0108,C.9.a,,,,,
9/1/2022,0108,C.9.b,,,,,
9/1/2022,0108,C.9.c,,,,,
9/1/2022,0108,C.9.d,,,,,
9/1/2022,0108,E.1.a.1,,,,,
9/1/2022,0108,E.1.a.2,,,,,
9/1/2022,0108,E.1.a.3,,,,,
9/1/2022,0108,E.1.a.4,,,,,
9/1/2022,0108,E.1.a.5,,,,,
9/1/2022,0108,E.1.a.6,,,,,
9/1/2022,0108,E.1.a.7,,,,,
9/1/2022,0108,E.1.a.8,34,,,,
9/1/2022,0108,E.1.b.1,1,,,,
9/1/2022,0108,E.1.b.2,3,,,,
9/1/2022,0108,E.1.b.3,1,,,,
9/1/2022,0108,E.1.b.4,1,,,,
9/1/2022,0108,E.1.b.5,,,,,
9/1/2022,0108,E.1.b.6,,,,,
9/1/2022,0108,E.1.b.7,,,,,
9/1/2022,0108,E.1.b.8,121,,,,
9/1/2022,0109,B.1.a,,,,,
9/1/2022,0109,B.1.b,,,,,
9/1/2022,0109,B.1.c,,,,,
9/1/2022,0109,B.4.e,,,,,
9/1/2022,0109,B.5.a,,,,,
9/1/2022,0109,B.5.b,,,,,
9/1/2022,0109,B.5.d,,,,,
9/1/2022,0109,B.8.b,3177,,,,
9/1/2022,0109,C.1.e,13298,21956,,,
9/1/2022,0109,C.1.f,17821,22939,,,
9/1/2022,0109,C.11.a,,,,,
9/1/2022,0109,C.11.a.1,,,,,
9/1/2022,0109,C.11.a.10,,,,,
9/1/2022,0109,C.11.a.11,,,,,
9/1/2022,0109,C.11.a.12,,,,,
9/1/2022,0109,C.11.a.2,,,,,
9/1/2022,0109,C.11.a.3,,,,,
9/1/2022,0109,C.11.a.4,,,,,
9/1/2022,0109,C.11.a.5,,,,,
9/1/2022,0109,C.11.a.6,,,,,
9/1/2022,0109,C.11.a.7,,,,,
9/1/2022,0109,C.11.a.8,,,,,
9/1/2022,0109,C.11.a.9,,,,,
9/1/2022,0109,C.11.b,,,,,
9/1/2022,0109,C.11.b.1,,,,,
9/1/2022,0109,C.11.b.2,,,,,
9/1/2022,0109,C.12.a,,,,,
9/1/2022,0109,C.12.a.1,,,,,
9/1/2022,0109,C.12.a.10,,,,,
9/1/2022,0109,C.12.a.11,,,,,
9/1/2022,0109,C.12.a.12,,,,,
9/1/2022,0109,C.12.a.2,,,,,
9/1/2022,0109,C.12.a.3,,,,,
9/1/2022,0109,C.12.a.4,,,,,
9/1/2022,0109,C.12.a.5,,,,,
9/1/2022,0109,C.12.a.6,,,,,
9/1/2022,0109,C.12.a.7,,,,,
9/1/2022,0109,C.12.a.8,,,,,
9/1/2022,0109,C.12.a.9,,,,,
9/1/2022,0109,C.12.b,,,,,
9/1/2022,0109,C.3.a,Y,,,,
9/1/2022,0109,C.3.b,,,,,
9/1/2022,0109,C.3.c,,,,,
9/1/2022,0109,C.3.d,,,,,
9/1/2022,0109,C.9.a,,,,,
9/1/2022,0109,C.9.b,2423,,Remove,,
9/1/2022,0109,C.9.c,15112,,Remove,,
9/1/2022,0109,C.9.d,,6149,Remove,,
9/1/2022,0109,E.1.a.1,,,,,
9/1/2022,0109,E.1.a.2,2,,,,
9/1/2022,0109,E.1.a.3,,,,,
9/1/2022,0109,E.1.a.4,1,,,,
9/1/2022,0109,E.1.a.5,1,,,,
9/1/2022,0109,E.1.a.6,,,,,
9/1/2022,0109,E.1.a.7,,,,,
9/1/2022,0109,E.1.a.8,120,,,,
9/1/2022,0109,E.1.b.1,,,,,
9/1/2022,0109,E.1.b.2,5,,,,
9/1/2022,0109,E.1.b.3,3,,,,
9/1/2022,0109,E.1.b.4,2,,,,
9/1/2022,0109,E.1.b.5,,,,,
9/1/2022,0109,E.1.b.6,2,,,,
9/1/2022,0109,E.1.b.7,2,,,,
9/1/2022,0109,E.1.b.8,516,,,,
9/1/2022,0110,B.1.a,,,,,
9/1/2022,0110,B.1.b,,,,,
9/1/2022,0110,B.1.c,,,,,
9/1/2022,0110,B.4.e,,,,,
